OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
258142;1;"{""coordinates"": [-0.3271866250142398, 39.46671358266365], ""type"": ""Point""}";39.46671358266365, -0.3271866250142398
258150;1;"{""coordinates"": [-0.38481136475057426, 39.457846543293904], ""type"": ""Point""}";39.457846543293904, -0.38481136475057426
258154;1;"{""coordinates"": [-0.3705188446753225, 39.46505393541761], ""type"": ""Point""}";39.46505393541761, -0.3705188446753225
258159;1;"{""coordinates"": [-0.3736336520840139, 39.49525444551862], ""type"": ""Point""}";39.49525444551862, -0.3736336520840139
258162;1;"{""coordinates"": [-0.3741215770207305, 39.45225233079269], ""type"": ""Point""}";39.45225233079269, -0.3741215770207305
258163;1;"{""coordinates"": [-0.34901993383360963, 39.46796965979732], ""type"": ""Point""}";39.46796965979732, -0.34901993383360963
258166;1;"{""coordinates"": [-0.32979109130477, 39.483197029752596], ""type"": ""Point""}";39.483197029752596, -0.32979109130477
258167;1;"{""coordinates"": [-0.3290547244290538, 39.48251662295714], ""type"": ""Point""}";39.48251662295714, -0.3290547244290538
258168;1;"{""coordinates"": [-0.3718575704455354, 39.48606073092543], ""type"": ""Point""}";39.48606073092543, -0.3718575704455354
258170;1;"{""coordinates"": [-0.33410303662406626, 39.450096083378924], ""type"": ""Point""}";39.450096083378924, -0.33410303662406626
258172;1;"{""coordinates"": [-0.3904217570391327, 39.46590274378404], ""type"": ""Point""}";39.46590274378404, -0.3904217570391327
258182;1;"{""coordinates"": [-0.3729654832355536, 39.48919072913743], ""type"": ""Point""}";39.48919072913743, -0.3729654832355536
258183;1;"{""coordinates"": [-0.36198646921140265, 39.42798988368361], ""type"": ""Point""}";39.42798988368361, -0.36198646921140265
258185;1;"{""coordinates"": [-0.3504660742903792, 39.47679384569866], ""type"": ""Point""}";39.47679384569866, -0.3504660742903792
258186;1;"{""coordinates"": [-0.37702945968856927, 39.44884867687283], ""type"": ""Point""}";39.44884867687283, -0.37702945968856927
258187;1;"{""coordinates"": [-0.40534397800927985, 39.46897765423766], ""type"": ""Point""}";39.46897765423766, -0.40534397800927985
258190;1;"{""coordinates"": [-0.33031411837254604, 39.48405033561988], ""type"": ""Point""}";39.48405033561988, -0.33031411837254604
258192;1;"{""coordinates"": [-0.39698848970251477, 39.47735989691993], ""type"": ""Point""}";39.47735989691993, -0.39698848970251477
258194;1;"{""coordinates"": [-0.3315473099641636, 39.481537239478925], ""type"": ""Point""}";39.481537239478925, -0.3315473099641636
258201;1;"{""coordinates"": [-0.3302849900931383, 39.48352242226409], ""type"": ""Point""}";39.48352242226409, -0.3302849900931383
258203;1;"{""coordinates"": [-0.37589883983151995, 39.432146634760734], ""type"": ""Point""}";39.432146634760734, -0.37589883983151995
258207;1;"{""coordinates"": [-0.3768004637924359, 39.517428384316254], ""type"": ""Point""}";39.517428384316254, -0.3768004637924359
258208;1;"{""coordinates"": [-0.3768092540817641, 39.5173836562132], ""type"": ""Point""}";39.5173836562132, -0.3768092540817641
258210;1;"{""coordinates"": [-0.37625420820513933, 39.488823948527134], ""type"": ""Point""}";39.488823948527134, -0.37625420820513933
258212;1;"{""coordinates"": [-0.37969790969842426, 39.4516261807568], ""type"": ""Point""}";39.4516261807568, -0.37969790969842426
258213;1;"{""coordinates"": [-0.3695325233579222, 39.45459380215042], ""type"": ""Point""}";39.45459380215042, -0.3695325233579222
258214;1;"{""coordinates"": [-0.3802373703277653, 39.4499250880105], ""type"": ""Point""}";39.4499250880105, -0.3802373703277653
258220;2;"{""coordinates"": [-0.32469178975539315, 39.47862255950228], ""type"": ""Point""}";39.47862255950228, -0.32469178975539315
258228;1;"{""coordinates"": [-0.3318599897445045, 39.44814633072588], ""type"": ""Point""}";39.44814633072588, -0.3318599897445045
258229;1;"{""coordinates"": [-0.4196333964918047, 39.50283026882526], ""type"": ""Point""}";39.50283026882526, -0.4196333964918047
258230;1;"{""coordinates"": [-0.37223357051531936, 39.49526068978388], ""type"": ""Point""}";39.49526068978388, -0.37223357051531936
258231;1;"{""coordinates"": [-0.3767540940947135, 39.49412011379952], ""type"": ""Point""}";39.49412011379952, -0.3767540940947135
258233;1;"{""coordinates"": [-0.33464649365867927, 39.4456234344356], ""type"": ""Point""}";39.4456234344356, -0.33464649365867927
258236;1;"{""coordinates"": [-0.4121250479602599, 39.46859559346574], ""type"": ""Point""}";39.46859559346574, -0.4121250479602599
258237;1;"{""coordinates"": [-0.40049768516282463, 39.48470459194261], ""type"": ""Point""}";39.48470459194261, -0.40049768516282463
258240;1;"{""coordinates"": [-0.34093439167914263, 39.45913922071904], ""type"": ""Point""}";39.45913922071904, -0.34093439167914263
258241;1;"{""coordinates"": [-0.39014646717249957, 39.493062063895124], ""type"": ""Point""}";39.493062063895124, -0.39014646717249957
258247;1;"{""coordinates"": [-0.37006418289370935, 39.45544480615834], ""type"": ""Point""}";39.45544480615834, -0.37006418289370935
258256;1;"{""coordinates"": [-0.34874469431269944, 39.47456805213881], ""type"": ""Point""}";39.47456805213881, -0.34874469431269944
258257;1;"{""coordinates"": [-0.3518411387824765, 39.47366993589383], ""type"": ""Point""}";39.47366993589383, -0.3518411387824765
258258;1;"{""coordinates"": [-0.35234626531462515, 39.472315555560954], ""type"": ""Point""}";39.472315555560954, -0.35234626531462515
258259;1;"{""coordinates"": [-0.35195811262161064, 39.47167980066434], ""type"": ""Point""}";39.47167980066434, -0.35195811262161064
258260;1;"{""coordinates"": [-0.3519377785278899, 39.47154724184051], ""type"": ""Point""}";39.47154724184051, -0.3519377785278899
258263;1;"{""coordinates"": [-0.38830048476573925, 39.45908095217734], ""type"": ""Point""}";39.45908095217734, -0.38830048476573925
258264;1;"{""coordinates"": [-0.38950968808340536, 39.457602554314875], ""type"": ""Point""}";39.457602554314875, -0.38950968808340536
258268;1;"{""coordinates"": [-0.4050737770042495, 39.452024931173874], ""type"": ""Point""}";39.452024931173874, -0.4050737770042495
258270;1;"{""coordinates"": [-0.4035933165307108, 39.45440641303445], ""type"": ""Point""}";39.45440641303445, -0.4035933165307108
258271;1;"{""coordinates"": [-0.39237900284239313, 39.45074890855302], ""type"": ""Point""}";39.45074890855302, -0.39237900284239313
258275;1;"{""coordinates"": [-0.3616399443985291, 39.459142445821506], ""type"": ""Point""}";39.459142445821506, -0.3616399443985291
258278;1;"{""coordinates"": [-0.37753121186170996, 39.44880052281593], ""type"": ""Point""}";39.44880052281593, -0.37753121186170996
258280;1;"{""coordinates"": [-0.39711529793165096, 39.46254119093228], ""type"": ""Point""}";39.46254119093228, -0.39711529793165096
258284;1;"{""coordinates"": [-0.3979566815208238, 39.46311986805182], ""type"": ""Point""}";39.46311986805182, -0.3979566815208238
258286;1;"{""coordinates"": [-0.40369325574826154, 39.45287663563002], ""type"": ""Point""}";39.45287663563002, -0.40369325574826154
258295;1;"{""coordinates"": [-0.3745012109536342, 39.49371737385799], ""type"": ""Point""}";39.49371737385799, -0.3745012109536342
258296;1;"{""coordinates"": [-0.3460057442971981, 39.460369401342064], ""type"": ""Point""}";39.460369401342064, -0.3460057442971981
258297;1;"{""coordinates"": [-0.37175155892931333, 39.489163998324166], ""type"": ""Point""}";39.489163998324166, -0.37175155892931333
258299;1;"{""coordinates"": [-0.38087636357219923, 39.49191439275531], ""type"": ""Point""}";39.49191439275531, -0.38087636357219923
258302;1;"{""coordinates"": [-0.41282816862423194, 39.46897392674672], ""type"": ""Point""}";39.46897392674672, -0.41282816862423194
258303;1;"{""coordinates"": [-0.41251193828602406, 39.46724797979679], ""type"": ""Point""}";39.46724797979679, -0.41251193828602406
258305;2;"{""coordinates"": [-0.4110402714943752, 39.46927086135864], ""type"": ""Point""}";39.46927086135864, -0.4110402714943752
258308;1;"{""coordinates"": [-0.403496809678009, 39.45669116342284], ""type"": ""Point""}";39.45669116342284, -0.403496809678009
258309;1;"{""coordinates"": [-0.4026049092214031, 39.45548979561802], ""type"": ""Point""}";39.45548979561802, -0.4026049092214031
258311;1;"{""coordinates"": [-0.3335135550564693, 39.47170195351043], ""type"": ""Point""}";39.47170195351043, -0.3335135550564693
258322;1;"{""coordinates"": [-0.3321925761017555, 39.47917617633994], ""type"": ""Point""}";39.47917617633994, -0.3321925761017555
258325;1;"{""coordinates"": [-0.38783554786885954, 39.46313158218055], ""type"": ""Point""}";39.46313158218055, -0.38783554786885954
258328;1;"{""coordinates"": [-0.3577503313867434, 39.45758810727264], ""type"": ""Point""}";39.45758810727264, -0.3577503313867434
258329;1;"{""coordinates"": [-0.3969875697470856, 39.462934043279596], ""type"": ""Point""}";39.462934043279596, -0.3969875697470856
258337;1;"{""coordinates"": [-0.3577728396359778, 39.45796506915786], ""type"": ""Point""}";39.45796506915786, -0.3577728396359778
258338;1;"{""coordinates"": [-0.3575756232653081, 39.457728618078306], ""type"": ""Point""}";39.457728618078306, -0.3575756232653081
258339;1;"{""coordinates"": [-0.3994140760148142, 39.476585014397955], ""type"": ""Point""}";39.476585014397955, -0.3994140760148142
258340;1;"{""coordinates"": [-0.4017088854139125, 39.476464809783714], ""type"": ""Point""}";39.476464809783714, -0.4017088854139125
258341;1;"{""coordinates"": [-0.37064597291365525, 39.45103272508339], ""type"": ""Point""}";39.45103272508339, -0.37064597291365525
258343;1;"{""coordinates"": [-0.3883375263598133, 39.49346470522307], ""type"": ""Point""}";39.49346470522307, -0.3883375263598133
258346;1;"{""coordinates"": [-0.364154795905912, 39.4859294172382], ""type"": ""Point""}";39.4859294172382, -0.364154795905912
258350;1;"{""coordinates"": [-0.3564700183994724, 39.48993820607213], ""type"": ""Point""}";39.48993820607213, -0.3564700183994724
258353;1;"{""coordinates"": [-0.36795155605132784, 39.442353663338885], ""type"": ""Point""}";39.442353663338885, -0.36795155605132784
258354;1;"{""coordinates"": [-0.4002741612125638, 39.463389664593855], ""type"": ""Point""}";39.463389664593855, -0.4002741612125638
258357;1;"{""coordinates"": [-0.3602603348634598, 39.491616538691815], ""type"": ""Point""}";39.491616538691815, -0.3602603348634598
258358;1;"{""coordinates"": [-0.36547324098471207, 39.45948910130579], ""type"": ""Point""}";39.45948910130579, -0.36547324098471207
258360;1;"{""coordinates"": [-0.4026412167506264, 39.47105058028695], ""type"": ""Point""}";39.47105058028695, -0.4026412167506264
258361;1;"{""coordinates"": [-0.3723906939358888, 39.44976444474533], ""type"": ""Point""}";39.44976444474533, -0.3723906939358888
258373;1;"{""coordinates"": [-0.38211517938853995, 39.4924828998785], ""type"": ""Point""}";39.4924828998785, -0.38211517938853995
258374;1;"{""coordinates"": [-0.3786119005187332, 39.43977844838811], ""type"": ""Point""}";39.43977844838811, -0.3786119005187332
258376;2;"{""coordinates"": [-0.378554188590468, 39.44003376356532], ""type"": ""Point""}";39.44003376356532, -0.378554188590468
258377;1;"{""coordinates"": [-0.37854984635600025, 39.44016717660426], ""type"": ""Point""}";39.44016717660426, -0.37854984635600025
258381;2;"{""coordinates"": [-0.40346306081767225, 39.46182094858889], ""type"": ""Point""}";39.46182094858889, -0.40346306081767225
258384;1;"{""coordinates"": [-0.3955879794095287, 39.46305164833971], ""type"": ""Point""}";39.46305164833971, -0.3955879794095287
258387;1;"{""coordinates"": [-0.3794069598323073, 39.45246375675381], ""type"": ""Point""}";39.45246375675381, -0.3794069598323073
258388;1;"{""coordinates"": [-0.3372255514166177, 39.42172871633449], ""type"": ""Point""}";39.42172871633449, -0.3372255514166177
258389;1;"{""coordinates"": [-0.32937836289853334, 39.48102250670441], ""type"": ""Point""}";39.48102250670441, -0.32937836289853334
258391;1;"{""coordinates"": [-0.3290718474023572, 39.48080553149068], ""type"": ""Point""}";39.48080553149068, -0.3290718474023572
258393;1;"{""coordinates"": [-0.4059331982074052, 39.53981370070714], ""type"": ""Point""}";39.53981370070714, -0.4059331982074052
258400;1;"{""coordinates"": [-0.38015028823596675, 39.4528807496473], ""type"": ""Point""}";39.4528807496473, -0.38015028823596675
258408;1;"{""coordinates"": [-0.31798336984345127, 39.31237849967024], ""type"": ""Point""}";39.31237849967024, -0.31798336984345127
258409;1;"{""coordinates"": [-0.3884239286199054, 39.47429049446058], ""type"": ""Point""}";39.47429049446058, -0.3884239286199054
258413;1;"{""coordinates"": [-0.34557521472151376, 39.46711034766607], ""type"": ""Point""}";39.46711034766607, -0.34557521472151376
258421;2;"{""coordinates"": [-0.3451159981643634, 39.46801224651733], ""type"": ""Point""}";39.46801224651733, -0.3451159981643634
258422;1;"{""coordinates"": [-0.3374925173890544, 39.466070723927345], ""type"": ""Point""}";39.466070723927345, -0.3374925173890544
258424;1;"{""coordinates"": [-0.33506251879694465, 39.4683127682447], ""type"": ""Point""}";39.4683127682447, -0.33506251879694465
258426;1;"{""coordinates"": [-0.3854815042813997, 39.48823791978254], ""type"": ""Point""}";39.48823791978254, -0.3854815042813997
258427;1;"{""coordinates"": [-0.39806457813164725, 39.484625920493656], ""type"": ""Point""}";39.484625920493656, -0.39806457813164725
258429;1;"{""coordinates"": [-0.3745368575414696, 39.49141389880905], ""type"": ""Point""}";39.49141389880905, -0.3745368575414696
258431;1;"{""coordinates"": [-0.3671891853724353, 39.485891302865596], ""type"": ""Point""}";39.485891302865596, -0.3671891853724353
258438;1;"{""coordinates"": [-0.40300445701450227, 39.47014440968384], ""type"": ""Point""}";39.47014440968384, -0.40300445701450227
258439;1;"{""coordinates"": [-0.40599795826548235, 39.47203797047161], ""type"": ""Point""}";39.47203797047161, -0.40599795826548235
258442;1;"{""coordinates"": [-0.3933577975464734, 39.469865428251204], ""type"": ""Point""}";39.469865428251204, -0.3933577975464734
258443;1;"{""coordinates"": [-0.4008753635979263, 39.46869115440994], ""type"": ""Point""}";39.46869115440994, -0.4008753635979263
258450;1;"{""coordinates"": [-0.39057758567203654, 39.461610186375275], ""type"": ""Point""}";39.461610186375275, -0.39057758567203654
258451;1;"{""coordinates"": [-0.3939161930548369, 39.46673125056647], ""type"": ""Point""}";39.46673125056647, -0.3939161930548369
258457;1;"{""coordinates"": [-0.392060300657001, 39.44441061046796], ""type"": ""Point""}";39.44441061046796, -0.392060300657001
258459;1;"{""coordinates"": [-0.39042056746963516, 39.43909347632711], ""type"": ""Point""}";39.43909347632711, -0.39042056746963516
258460;1;"{""coordinates"": [-0.3829709757260302, 39.45500417430461], ""type"": ""Point""}";39.45500417430461, -0.3829709757260302
258466;1;"{""coordinates"": [-0.37782616170030103, 39.44883666333022], ""type"": ""Point""}";39.44883666333022, -0.37782616170030103
258471;1;"{""coordinates"": [-0.362212675230914, 39.42989227616166], ""type"": ""Point""}";39.42989227616166, -0.362212675230914
258473;1;"{""coordinates"": [-0.3398271390688101, 39.463229126701236], ""type"": ""Point""}";39.463229126701236, -0.3398271390688101
258479;1;"{""coordinates"": [-0.341002849809224, 39.466404971064904], ""type"": ""Point""}";39.466404971064904, -0.341002849809224
258484;1;"{""coordinates"": [-0.3702046324721384, 39.489031964534966], ""type"": ""Point""}";39.489031964534966, -0.3702046324721384
258487;1;"{""coordinates"": [-0.37229486011835383, 39.48505627781974], ""type"": ""Point""}";39.48505627781974, -0.37229486011835383
258493;1;"{""coordinates"": [-0.36968992730534994, 39.48975408725453], ""type"": ""Point""}";39.48975408725453, -0.36968992730534994
258494;1;"{""coordinates"": [-0.37029853086536085, 39.491156050055366], ""type"": ""Point""}";39.491156050055366, -0.37029853086536085
258495;1;"{""coordinates"": [-0.36987804229691723, 39.491709922804894], ""type"": ""Point""}";39.491709922804894, -0.36987804229691723
